rank,address,city,zip,num_npis,total_paid,total_claims,num_unique_codes,num_auth_officials,same_auth_flag,entity_names,auth_officials
11,20 ACADEMY ST,ARLINGTON,024766401,2,341608800.24,279270,8,2,,COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS-DMH dba <UNAVAIL>,LYNNE MUSTO | JEANETTE MAILLET
12,330 BROOKLINE AVE,BOSTON,022155400,199,326077910.20,9148016,926,5,,"MARYJANE ZIMAROWSKI | CHRISTINE BRYKE | JONATHAN HECHT | HONG WU | WARREN MANNING | PANAGIOTIS PAPAGEORGIOU | TIMOTHY LOO | KEE-HAK LIM | ALPHONSO BROWN | MICHAEL CURRY | RONALD SILVESTRI | LYNNE UHL | SCHARUKH JALISI | WENDE BURAS | ELI GELFAND | HANS KIM | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | MICHAEL KAHN | VASSILIOS RAPTOPOULOS | RAFEEQUE BHADELIA | VANDANA DIALANI | ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS dba <UNAVAIL> | FELIPE MOLINA | DIANE BROCKMEYER | LI ZHOU | KELLY FORD | KALON HO | NEEL MADAN | JOSEPH KANNAM | ATA KAYNAR | THOMAS HAUSER | JAMES DUCKSOON CHANG | JAKUB RECZEK | JIM WU | DEWAYNE PURSLEY | HAROLD ROSEN | PHILLIP HESS | ROBERT GLEN DAVIS | MUNISH GUPTA | IMAD AHMAD NASSER | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR, INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC | BETH ISRAEL DEACONESS MEDICAL CENTER | VOLNEY SHEEN | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CE dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | DEBORAH LEVINE | BETH ISRAEL DEACONESS MEDICAL CENTER, INC. | KOLAWOLE OYELESE | RONALD EISENBERG | GUL MOONIS | DANIEL SANDS | JULIA LINDENBERG | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR, INC dba <UNAVAIL> | ERIC WONG | ALFRED BUXTON | KWAN KEW LAI | BEVERLY FAULKNER-JONES | JESSE WEI | INNA KRUK | SEYMOUR ROSEN | MALA SIVANANDY | EDWARD HATCHIGIAN | JYOTSNA NAGDA | DAVID HACKNEY | COLIN MCARDLE | BETH ISRAEL DEACONESS MEDICAL CENTER, INC. | DANIEL SULLIVAN | CONNIE TSAO | JAMES LEVENSON | VIMAL AKHOURI | HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC dba <UNAVAIL> | AIRLEY FISH | BARBARA ROSATO | ANDREA BULLOCK | HOWARD LIBMAN | FARHANA JAN | HEIDI RAYALA | LOREN JOSEPH | SARAH FLIER | PETER CHIEN | CHOWDHURY FERDOUS | ELISABETH RIVIELLO | ADRIANNA HERSKOVITS | BETTINA SIEWERT | DIANA LITMANOVICH | PAUL VANDERLAAN | ELISA FLOWER | KELLY GRAHAM | AARTI ASNANI | MICHIYA NISHINO | CYNTHIA HAYNE | BRETT YOUNG | SCOTT SHAINKER | LAURA ZEMANY | JOHN-PAUL HEZEL | JONATHAN ANDERSON | PREETI SHASTRI | MELISSA SANSONE | COLM MCMAHON | MATTHEW BIVENS | LAUREN BARRY | MILLIE FERRES | ELIZABETH HOUSMAN | MELISSA SPIEL | DANIEL BARKER | KATHERINE WRENN | CARL HARPER | LILY WU | QURA TUL AIN RASHID | ELIZABETH TARGAN | SARAH HEROLD | JESSE SCHAFER | AI-RIS COLLIER | ZHENGHUI JIANG | PRITESH MEHTA | MEGHA GUPTA | NOAH SCHOENBERG | BRETT CARROLL | HEMANT VARMA | OLGA BROOK | NIRAVKUMAR BAROT | URSELA BABER | LISA BAJPAYEE | TIMOTHY SCARELLA | CASSANDRA DUFFY | PHILLIP MICHAELS | JASON MATOS | VLADIMIR KAPLINSKIY | JOELLE CHATEAUNEUF | JENNIFER NI MHUIRCHEARTAIGH | MAUREEN WALSH | CECILIA PONCHIARDI | JONATHAN NADLER | RUBAINA ZAMAN | SHIVALI MARKETKAR | PAGE WIDICK | MARTINA PORTER | SHALINI VEMULA | EVERETT HAYES | MONIKA VYAS | HANNAH NESBEDA | ROBERT WILLIM | ASHLEY WARD | KYLE TRECARTIN | TYLER BEALS | MAUREEN FREDERICK | MARISA ROBERTS | CHRISTINE FOLEY | PAAWAN PUNJABI | SUDIPTA MOHANTY | LUCY SCHULSON | MICHELLE LIGHTFOOT | LAUREN YANG | MEREDITH COLELLA | ALEXA TRIOT | ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS dba <UNAVAIL> | BRIAN ENLOE | UMA DESHMUKH | JONATHAN LI | SHREYA TRIVEDI | KRISTINA METZLER | JAMIE ISAAC JEFFERSON | CALEB DRESSER | RAYMUND MARTIN LI | ABRAHAM BEZUIDENHOUT | LINDA YORK | MEHTAP HAKTANIR ABUL | JESSICA MEZOFF | JOSHUA DUBOW | ANDREW SILAPASWAN | ALANNA DARLING | STEPHANIE DENISE SISON | YUHO ONO | ALLEN SHIH | JOSHUA KOLIKOF | GEORGE GUO | MAELYS AMAT | ALEXANDRA SEIFOLLAHI | MICHELLE SILVER | SAMUEL JOSEPH | JOSHUA SHEEHAN | JAKE HOYNE | ERIC RESELAND | DEESHA SARMA | TIMOTHY DONAHOE | DAVID APPELBAUM | NATALIE JANSEN | GORDON MACDOUGALL | KATHERINE TANG | AMY DUSHKIN | ABIGAIL CLARK",MARVIN BERKOWITZ | SATISH BHOGADI | ALEXANDRA KIMBALL | STEVEN FISCHER | DMITRY RABKIN
13,61 INDUSTRIAL PARK RD,PLYMOUTH,023604868,3,316571753.57,324482,13,1,YES,COMMONWEALTH OF MASSACHUSETTS-DDS dba <UNAVAIL> | KEVIN KILLARNEY | JESSICA BUSHMAN,JEANETTE MAILLET
14,500 BELMONT ST,BROCKTON,023014985,3,312992436.55,497421,23,3,,BROCKTON VISITING NURSE ASSOCIATION | COMMONWEALTH OF MASSACHUSETTS-DDS dba <UNAVAIL> | BROCKTON VISITING NURSE ASSOCIATION,ERIKA HAMILTON | BEVERLY PAVASARIS | JEANETTE MAILLET
15,75 FRANCIS ST,BOSTON,021156110,93,305263919.14,8038784,1073,3,,"JESSIE CHAI | SALVATORE VISCOMI | JOSHUA STUHLFAUT | VANIA NOSE' | LIJIA CHEN | KOENRAAD MORTELE | JOHN KEANEY | JIE ZHOU | ROMAN KLUFAS | DAVID ROSE | ILANA BRAUN | HEIDI BEHFOROUZ | LAURENCE EPSTEIN | MARK REDSTON | DONNA GRIFFITH | DEANNA WALL | COLLEEN KELLY | BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC | BRIGHAM & WOMENS HOSPITAL, INC. | WENDY FARNSWORTH | BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC dba <UNAVAIL> | DAVID LAUTZ | EDWARD LIN | REGINA ROSS | ROBERT HANDIN | ANDERS BERG | MICHELE WALTERS | PATRICK JEANMENNE | HIROSHI YOSHIOKA | HOLLY GOODING | MAMTA GUPTA | SEAN WILSON | TATIANA ROCHA | ARTI ORI | ANDY TSAI | BRIGHAM AND WOMEN'S PHYSICIANS ORGANIZATION dba <UNAVAIL> | ANKIT MEHTA | DANA-FARBER CANCER INSTITUTE, INC. dba <UNAVAIL> | CARLOS ALVARADO | JUSTIN ROUTHIER | DONG WOOK KIM | SETH O'DONNELL | NISHANT SHAH | JUSTIN PITMAN | KYLE VIANI | DOUGLAS LIN | IAN HUNTINGTON | SARA BARCIA | CHRISTOPHER READ | LAURA JANNECK | JONATHAN VINCENT | MARGARET MEROLA | JEFFREY SHYU | GAURAB BASU | KATHERINE MULLEN | VISHAL SAXENA | JORGE ALVAREZ | ALEC MACAULAY | CORRINE KLIMENT | STEPHEN MIHALCIK | FAN YANG | JOHN KOWALCZYK | NAIDA COLE | KYLE MORAWSKI | ERIN GEORGE | FRANCISCO SANCHEZ | BRETT HAYDEN | SHAMLAN SHEIKH | WUNNIE BRIMA | BRIGHAM & WOMENS PHYSICIANS ORGANIZATION INC | KIMBERLY BLOOM-FESHBACH | RAUL MADRID-ZEPEDA | PETER DORSCHNER | CHANEL FISCHETTI | CHAITANYA SHILAGANI | DANIELLE HALPERN | POUNEH GOLMAI | HANNAH CROSBY | MOHAMMADALI MOJARRAD | CINTHIA CRUZ-ROMERO | AARON JEN | KEVIN BRYAN LO | ALEXANDER CHRISTAKIS | RANA ALDREES | BRIAN BUSH | PHOENIX BELL | KAREEM LEZAMA | ANNA MACNAUGHTON | HANNAH NELSON | MALLORY MACDONALD | MARCUS WOOTEN | MATTHEW CAREY | KELLY LAPORTE",DANIEL MORASH | PAUL DEMBINSKI | WILLIAM JOHNSTON
16,27 WATER ST,WAKEFIELD,018803032,2,289573280.38,278371,9,2,,COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL>,LINDA SIMONS | JEANETTE MAILLET
17,85 E NEWTON ST,BOSTON,021182340,6,254468600.31,1028672,38,3,,COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | BOSTON EMERGENCY SERVICES TEAM (BUPA) BOSTON dba <UNAVAIL> | BOSTON EMERGENCY SERVICES TEAM CAMBRIDGE (BMC) dba <UNAVAIL> | BOSTON EMERGENCY SERVICES TEAM BOSTON (BMC) dba <UNAVAIL> | NATHAN WATKINS,LESLIE FISHMAN | KEVIN GUINEY | CAROL VANBOMMEL
18,300 COMMERCIAL ST STE 19,MALDEN,021487311,3,247817343.59,1997594,25,1,YES,"MYSTIC VALLEY ELDER SERVICES | MYSTIC VALLEY ELDER SERVICES, INC. | MYSTIC VALLEY ELDER SERVICES, INC.",SEAN HUBACZ
19,450 BROOKLINE AVE,BOSTON,022155418,8,240493721.29,2375832,363,1,YES,"DANA-FARBER CANCER INSTITUTE, INC. dba <UNAVAIL> | HAESEONG PARK | LETICIA VARELLA | STEPHANIE BERG | VEENA BALAKRISHNAN IYER | MARTHA TUFF | CAITLIN MURPHY | POY THEPRUNGSIRIKUL",PAUL DEMBINSKI
20,417 LIBERTY ST,SPRINGFIELD,011043736,5,238605369.26,2595383,79,2,,BEHAVIORAL HEALTH NETWORK INC | AMANDA GLEASON | BEHAVIORAL HEALTH NETWORK INC | MARY BETH YENTZ | PAULINE CALDERON-EVANS,KATHERINE WILSON | RICHARD FOLLETT
21,165 QUINCY ST,BROCKTON,023022988,3,216505990.35,575627,13,3,,THE COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS-DMH dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS-DMH dba <UNAVAIL>,RICHARD JOBIN | RONALD DAILEY | MONA MACKINNON
22,365 EAST STREET,TEWKSBURY,018761950,3,213727807.68,764641,58,3,,"THE COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | CASA ESPERANZA, INC. dba <UNAVAIL>",ANTHONY CASTIGLIONE | VALENDA LIPTAK | EMILY STEWART
23,2315 WASHINGTON ST,ROXBURY,021193214,3,207251048.81,2205164,36,1,YES,"CENTRAL BOSTON ELDER SERVICES, INC. | CENTRAL BOSTON ELDER SERVICES, INC. | CENTRAL BOSTON ELDER SERVICES, INC.",EVENS BONTEMPS
24,800 WASHINGTON ST,BOSTON,021111552,116,203936572.50,5110046,849,7,,"SARWAT SALIM | LUDWIG VON HAHN | KAREN BRESNAHAN | ALEXANDRA SPADOLA | PRATT MED/SURG DERMATOLOGY ASSOCIATES INC dba <UNAVAIL> | TUFTS MEDICAL CENTER, INC. dba <UNAVAIL> | PRATT OPHTHALMOLOGY ASSOCIATES INC dba <UNAVAIL> | NEW ENGLAND MEDICAL CENTER GROUP PRACTICE INC dba <UNAVAIL> | PRATT OB/GYN ASSOCIATES, INC dba <UNAVAIL> | PRATT PEDIATRIC ASSOCIATES INC dba <UNAVAIL> | PRATT SURGICAL ASSOCIATES INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | KAREN MILLER | PRATT ANESTHESIOLOGY ASSOCIATES, INC dba <UNAVAIL> | PRATT NEUROLOGY ASSOCIATES, INC dba <UNAVAIL> | MARK ZILBERMAN | MASHA BILIC | PRATT OTOLARYNGOLOGY- HEAD & NECK SURGERY ASSOCIATES INC dba <UNAVAIL> | PRATT PSYCHIATRIC ASSOCIATES, INC dba <UNAVAIL> | PRATT RADIOLOGY ASSOCIATES, INC dba <UNAVAIL> | PRATT UROLOGY ASSOCIATES, INC dba <UNAVAIL> | PRATT PATHOLOGY ASSOCIATES, INC dba <UNAVAIL> | TUFTS MEDICAL CENTER | PRATT REHABILITATION MEDICINE ASSOCIATES, INC dba <UNAVAIL> | PRATT RADIATION ONCOLOGY ASSOCIATES INC dba <UNAVAIL> | CATHERINE DAVIS | SUNIL SHROFF | TIMOTHY CURRAN | ELIZABETH GENEGA | NORA LAVER | JONATHAN WEINSTOCK | HENRY DONAGHY | SUNNY JAISWAL | PRATT ORTHOPAEDIC ASSOCIATES, INC dba <UNAVAIL> | SEYEDEH ALEALI | CHRISTOPHER MADIAS | ANN GARLITSKI | PRATT OPHTHALMOLOGY ASSOCIATES, INC dba <UNAVAIL> | ANDREW SIESENNOP | KRISTEN BABINSKI | SYLVIA YOO | ALLEN HWANG | SHITAL MAKIM | YUHENG RUAN | JENICA UPSHAW | LAUREN RICE | BENJAMIN WESSLER | SIBIN THACHET | WEI WANG | SILVANA BONILLA | BRITTA PANDA | TUFTS MEDICAL CENTER EP LLC | ETHAN ROWIN | YANA URMAN | IRIS BONILLA-YOON | MARK SPERRY | HAIYUN GONG | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | KIRAN KULKARNI | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | ROBERT BAUMGARTNER | MICHELLE YANG | ALEXANDRA CHOMUT | KARISSA BRAZAUSKAS | MICHAEL LANFRANCHI | ANA SOLKY | LIWEN TANG | PET-CT SERVICES BY TUFTS MEDICAL CENTER AND SHIELDS LLC dba <UNAVAIL> | LAUREN CARLSON | VITO PUGLIANO | PETER LI | SANDEEP AREPALLY | CLAUDIO DEBARROS | GEORGE ATKINSON | JEFFREY ARNOLD | KANCHAN KANTEKURE | HANNAH CHEN | OZDEN BULUT | SCOTT SPERLING | EMILY SULLIVAN | MEREDITH THOMAS | AFTAB IQBAL | LAUREN MEYERSON | SHWETA SHINAGARE | THOMAS BIGELOW | CHRISTINE JOHANNES | MICHAEL MCLEOD | ZABRINA SHABIN | KHALED HAMMOUD | ABD ALMONEM ABDELRAHMAN | JESSICA PENNEY | LAURA ARVIDSON-GUZMAN | SUZANNE GIORDANO | KAP SUM FOONG | CATHERINE BEATTY | PARVA BHATT | NEHA CHAUDHARY | DILASHA MAHAT | NISHA MARTIN | KATHERINE PLEET | JENNIFER COLLINS | CARDIOVASCULAR CENTER AT TUFTS MEDICAL CENTER, INC. | PRATT MEDICAL GROUP, INC dba <UNAVAIL> | VICTORIA BILLERO | KIRSTEN JOHNSON | ALEXANDER LIPSITT | CRISTINA STEFANESCU | CAITLYN O'CONOR | TMC RADIOLOGY CRA LLC | MIRANDA BARBER",JAY DUKER | EDWARD GALLEGOS | BRIEN BARNEWOLT | SCOTT ABEL | STEVE DONOVAN | KRISTEN DELMORE | YIN FONG LAM
25,10 GOVE ST,EAST BOSTON,021281920,50,197372196.42,3754635,424,3,,JACKIE FANTES | BARBARA MURPHY | CATHERINE SILVA | LESLIE SCHERL | CHARMALIE HELLER | NIEN DONG | ALINE HUTNER | THOMAS SILVA | JULANNE PHILLIPS | SUSAN BORERI | EMILY WU | KATJA VON TIESENHAUSEN | JEFFREY SCHAPIRO | SUZANNE BRADSHAW | DANIELA RAMIREZ-SCHREMPP | NEIGHBORHEALTH CORPORATION | PAMELA GUGGINA | IDA ZARRAGA-FORSYTH | CARMEN DELGADO | ELIZABETH KETTYLE | MANISH SHAH | JUAN AVILA | MICHAEL MURPHY | MEDICAL ASSOCIATES OF EBNHC | KATHLEEN KLEIN | JOANNA JULAKIS | DOROTHY CHEN | SHANNON JOHNSON | AYNSLEE VELARDE | CAROLINE CASTLEFORTE | JONATHAN HATOUN | CAROLYN WALSH | LARA JIRMANUS | KIMBERLY KILFOYLE | DIANNA IANDOLO | ALEXANDRA PRICE | MARION HAU | MARGARET VANBAEL | QUEST DIAGNOSTICS MASSACHUSETTS LLC | GALEN HARNDEN | ESTEE FLEISCHMAN | ELIZABETH DOUGHERTY | KELLY HENNESSY | FARAH DESROSIERS | SWAPNA TAKKALLAPELLI | BIANCA FARRO | SAMUEL KANG | MICHAELA KEARNEY | CAMILA ELIZONDO | JESSICA GRAY,DAVID BETZ | JAMES TAYLOR | JAMES HAZARD
26,125 WALNUT ST,WATERTOWN,024724052,4,193088269.05,1488494,27,1,YES,"SPRINGWELL, INC | SPRINGWELL | SPRINGWELL | SPRINGWELL",KARA DONELLON
27,295 VARNUM AVE,LOWELL,018542134,39,192751120.37,5463626,705,12,,"JONAS BERMAN | SCOTT ABEL | LOWELL ANESTHESIOLOGY SERVICE, INC. | CHERYL ENNIS | DANIEL GALE | PATRICK HANKS | MARK GALE | MARC ROY | LIJA JOSEPH | SUSAN BROUGH | FRANCESCO CORVI | JONATHAN DRAKE | THE LOWELL GENERAL HOSPITAL dba <UNAVAIL> | LGH MEDICAL GROUP, INC. | PATHOLOGY ASSOCIATES OF LOWELL, P.C. dba <UNAVAIL> | SHIRLEY LABRECQUE | KIMBERLY MORTON | SEAN MOSHARO | MERRIMACK VALLEY EMERGENCY ASSOCIATES, INC. | NONNIE M. ESTELLA, MD P.C. dba <UNAVAIL> | ROTHSOVANN YONG-TE | ANIL NEELI | RAVI MURTHY | G. K. DWARAKANATH, MD LLC | LAURA HAGOPIAN | DEREK WAYMAN | ELIZABETH EMBERLEY | LINDSAY BARON | SHIELDS IMAGING OF LOWELL GENERAL HOSPITAL LLC | LESLIE HALPERN | JENNIFER BERNINGER | MERRIMACK RADIOLOGY-CRA LLC | MADHAVI RAYAPUDI | TINA BRAMANTE | KRISTINE NAUGHTON-CHAPMAN | DAVID DRUGA | LOWELL GENERAL INPATIENT SPECIALISTS PLLC | LGH PROFESSIONAL SERVICES LLC | OBHG MASSACHUSETTS - LOWELL PC",WILLIAM WYMAN | NONNIE ESTELLA | LIJA JOSEPH | SUSAN GREEN | CLIFF LAWRENCE | SANDRA LEIGH | GOPALA DWARAKANATH | NATHAN MACDONALD | MOHAMMED JALEEL | KRISTEN DELMORE | ALLAN HOFFMAN | CHRISTOPHER AIUDI
28,585 LINCOLN ST,WORCESTER,016051906,6,191667666.00,7616993,25,2,,"SPECTRUM HEALTH SYSTEMS, INC | KEVIN STEWART | SPECTRUM HEALTH SYSTEMS, INC | NICOLE DESJARDINS | PAOLA PENN | LYNN GALVIN",SHERRY ELLIS | JANET LANGLOIS
29,305 BELMONT ST,WORCESTER,016041681,2,186390964.74,638886,4,2,,DEPARTMENT OF MENTAL HEALTH dba <UNAVAIL> | DEPARTMENT OF MENTAL HEALTH dba <UNAVAIL>,ANN SCOTT | BRIAN MINCHOFF
30,380 MASSACHUSETTS AVE,ACTON,017203743,2,185824458.79,1951199,20,1,YES,"JUSTICE RESOURCE INSTITUTE, INC dba <UNAVAIL> | MEREDITH NORTON",ANDY POND
31,395 LIBERTY ST,SPRINGFIELD,011043779,5,184930107.85,2232971,49,1,YES,"RUTH POTEE | BEHAVIORAL HEALTH NETWORK, INC | BEHAVIORAL HEALTH NETWORK, INC | HAZEL BARRETT | ANTOINETTE WILSON",RICHARD FOLLETT
32,81 HIGHLAND AVE,SALEM,019702714,28,181428373.78,5731273,732,4,,"CLAUDIA REYNDERS | TIMOTHY HOUGH | DONNA WREN | MICHAEL KATCHER | COMMONWEALTH RADIOLOGY ASSOCIATES, INC | HOWARD WALDMAN | MARK ANDERSON | KELLIE HEMME | SAMUEL TONG | MASS GENERAL BRIGHAM MEDICAL GROUP NORTHERN MASSACHUSETTS INC dba <UNAVAIL> | NORTH SHORE MEDICAL CENTER, INC. dba <UNAVAIL> | JONATHAN PERRY | NORTH SHORE MEDICAL CENTER, INC. dba <UNAVAIL> | DAVID RABIN | DAN DOLAN | COMMONWEALTH PATHOLOGY PARTNERS, P.C. dba <UNAVAIL> | EVELYN RESTO | KATHLEEN BONAIUTO | WILLIAM DRINKWATER | MONTY SHAH | OLUWADAMILOLA OJUTALAYO | DEMETRIO ROLAND FLORES | KAVYA SINGAREDDY | HIREN PATEL | RYAN CONNOLLY | ANDREW REYNOLDS | JUSTIN PATHICKAL | MCKAYLA FINNERAN",LINDSAY GAINER | ALAN HOFFMAN | ANTHONY GUIDI | CHARLES ADAMS
33,101 PAGE STREET,NEW BEDFORD,02740,19,177318842.41,4926167,570,4,,"MICHAEL MERPORT | RADIOLOGICAL ASSOCIATES OF GREATER NEW BEDFORD, INC. | ROBERT RONAN | SALMAN BASHIR | DANI HACKNER | SOUTHCOAST HOSPITALS GROUP, INC dba <UNAVAIL> | VEIN TREATMENT CENTER LLC | COLLEEN MCCARTHY | ROBERTO SICA | MYLES WEBSTER | DANIEL WELLER | MICHAEL SANTONI | SOUTHCOAST HOSPITALS GROUP | ANATOLY KAZAKIN | GRACE SNELL | JARRED TROUVE | MOHAMMEDMOIZ QURESHI | MEGAN PERRY | LUCA TOMASI",VIRGINIA CREAMER | NICHOLAS SPENCER | WILLIAM GRIGG | ALFREDO XAVIER
34,280 MERRIMACK ST,LAWRENCE,01843,4,170399617.27,1444579,31,3,,"AGESPAN, INC. | AGESPAN,INC. | BRENDA CONLON | NORTHEAST FAMILY SERVICES OF MAINE",ROSANNE DISTEFANO | JOAN HATEM-ROY | NIDHI TURNER
35,1061 PLEASANT ST,NEW BEDFORD,027406728,7,170336961.59,1641933,47,1,YES,"CHILD & FAMILY SERVICES, INC. | MARINA RADISIC-BASOVIC | JODY HARDESTY | BARBARA LIVINGSTON | BRITNIE CALCULATOR | REBECCA MURPHY | LAUREN WALKER",JOHN JACKSON
36,725 NORTH ST,PITTSFIELD,012014109,28,168691902.90,4606824,756,5,,"ERIC KORENMAN | ALIDA HAYNER-BUCHAN | MICHAEL MCHUGH | BRIAN QUINN | BERKSHIRE FACULTY SERVICES INC | CURTIS BRASSEUR | SANJAY KEDIA | PRAKASH MALKANI | LISA LORING | BERKSHIRE MEDICAL CENTER, INC | RONALD HAYDEN | LINDA PERRY | ADVANCED BERKSHIRE MEDICAL IMAGING, PC | WESTERN MASSACHUSETTS PATHOLOGY SERVICES, PC | BERKSHIRE MEDICAL CENTER, INC. | BERKSHIRE RADIATION ONCOLOGY PC | KONSTANTIN VATRENKO | JESSICA KROCHMAL | CAITLIN LOPEZ | BRIAN HAGAN | XIAOSONG LI | JAGATHI DEEPTHI GOVINDU | NESTOR BOND | AUSTIN MICHAEL | DAVID BARTELS | PATRICK CHAMBERS | BERKSHIRE MEDICAL CENTER INC. dba <UNAVAIL> | ERIC HEIMLICHER",PRAKASH MALKANI | WADE GEBARA | DARLENE RODOWICZ | DAVID MACHAFFIE | JESSICA KROCHMAL
37,680 CENTRE ST,BROCKTON,023023308,32,167786421.38,3830278,576,7,,"GARREY FALLER | MARIA SANNELLA | WARREN SALZMAN | BROCKTON HOSPITAL SPECIALTY PHYSICIAN GROUP dba <UNAVAIL> | ILENE CARLSON | ANDREY GAGARIN | HENRY GRAZIOSO | CARLSON PATHOLOGY ASSOCIATES, PC | GERALD GORMAN | LUIS ORTIZ | BROCKTON HOSPITAL, INC. dba <UNAVAIL> | MARK GREVE | BROCKTON RADIOLOGICAL ASSOCIATES, INC. | AILEEN ABESAMIS | STACY HERMAN | MARIAN BYNOE | BORZOO NIKPOOR | MATRIX ANESTHESIA, PC | SIGNATURE HEALTHCARE MEDICAL GROUP dba <UNAVAIL> | RAGHU AMARAVADI | MICHELE SCHROEDER | KENNETH FRAUSTO | CHRISTINA WOODWARD | SHAROBI DUTTA | SOUND PHYSICIANS OF MASSACHUSETTS INC dba <UNAVAIL> | JOHN MITKO | SHIELDS SIGNATURE IMAGING, LLC | MUKUND DAS | ILYAS YAMBAYEV | JAMES O'NEILL | STEPHEN SIMON | MADELEINE BROWN",DESIREE CARLSON | ROBERT HAFFEY | KRISTEN DELMORE | EUGENE WALLACE | VALERIE ANDERSON | CHERYL MCCALLION | WARREN SALZMAN
38,271 CAREW ST,SPRINGFIELD,011042377,35,163765638.04,3990716,577,10,,"GERALDINE KENNEDY | THE MERCY HOSPITAL INC dba <UNAVAIL> | MERCY INPATIENT MEDICAL ASSOCIATES INC. dba <UNAVAIL> | THE MERCY HOSPITAL INC dba <UNAVAIL> | STEVEN ALLEN | DAVID HARVEY | JAYSON ST. JACQUES | GARY MONTANO | DAVID MERNOFF | GREATER SPRINGFIELD MRI LIMITED PARTNERSHIP | MARK KENTON | JAMES CARROLL | CEMIL ERDEM | EMERGENCY MEDICINE SOLUTIONS, LLC | CARLOS VALDES | LOUIS DURKIN | PROVIDENCE DIAGNOSTIC IMAGING, INC. | KEVIN NEENAN | MICHAEL NOONAN | THOMAS EGAN | HOLLE GARVEY | ANTHONY PELLEGRINO | VALLEY CARDIOGRAPHICS | SPRINGFIELD RADIATION ONCOLOGY ASSOCIATES, PC | DIANNE GRUNES | IMAGING CONSULTANTS INC | MERCY MEDICAL GROUP, INC. dba <UNAVAIL> | HOWARD LEDERMAN MD LLC | RIVERBEND MEDICAL GROUP, INC. dba <UNAVAIL> | AMANDA KANN | JESSICA GIRARD | PARTH PATEL | ADFINITAS HEALTH AT THE MERCY HOSPITAL PLLC | CHRISTOPHER CLARK | TING HO CHENG",GREGORY BLACKMAN | SUBRATA RAY | TONI COOPER | HOWARD LEDERMAN | BARBARA CARTON | LAURA KASSA | KAREN MILLARD | LOUIS DURKIN | ANTONIO PERUGINO | JAMES HARRIS
39,144 MAIN ST,BROCKTON,023014046,3,157920857.01,1502770,40,1,YES,"OLD COLONY ELDERLY SERVICES, INC. | OLD COLONY ELDERLY SERVICES, INC. dba <UNAVAIL> | OLD COLONY ELDERLY SERVICES, INC. dba <UNAVAIL>",DIANA DIGIORGI
