PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P4 - MEDIUM,105 ERDMAN WAY,LEOMINSTER,1453,1109071,5,5 ENTITIES AT ONE ADDRESS | OVER $1M BILLED,CENTRAL MASSACHUSETTS AMBULATORY ENDOSCOPY CENTER LLC,751089,JEFFREY SNODGRASS (PRESIDENT),(978) 840-6767,"NORTH WORCESTER GASTROENTEROLOGY, P.C.",235368,WANKIN YU (GROUP PRACTICE OWNER),(978) 466-7800,CENTER FOR DIGESTIVE WELLNESS PC,90381,ELLIOT FEINBERG (PRESIDENT),(978) 537-7552,"CENTRAL MASSACHUSETTS AMBULATORY ENDOSCOPY CENTER LLC /// NORTH WORCESTER GASTROENTEROLOGY, P.C. /// CENTER FOR DIGESTIVE WELLNESS PC /// MANUCHER FARDI /// AMIN SOLTANI",ELLIOT FEINBERG /// JEFFREY SNODGRASS /// WANKIN YU
P4 - MEDIUM,478 TORREY ST,BROCKTON,2301,952279,3,MULTIPLE ENTITIES SAME ADDRESS,URBAN HOME HEALTH SERVICES INC,673751,ESTHER ONOCHIE (PRESIDENT),(617) 510-6963,FOR ALL AGES DENTAL ASSOCIATES,155772,JENIEVE PAUL (OWNER SOLE MBR),(508) 586-1800,"DR. KAREN MARTIN-PHILLIPS, DMD,PC",122756,KAREN MARTIN-PHILLIPS (PRESIDENT),(508) 584-1700,"URBAN HOME HEALTH SERVICES INC /// FOR ALL AGES DENTAL ASSOCIATES /// DR. KAREN MARTIN-PHILLIPS, DMD,PC",ESTHER ONOCHIE /// JENIEVE PAUL /// KAREN MARTIN-PHILLIPS
P4 - MEDIUM,323 FRENCH ST,FALL RIVER,2720,935321,2,MULTIPLE ENTITIES SAME ADDRESS,IGNITE RECOVERY,933619,LAURA GOODE (OWNER),(508) 717-2827,OPTIMUS HEALTH AND WELLNESS INC,1702,KERRY TAVEIRA (OWNER),(508) 932-0241,,0,,,IGNITE RECOVERY /// OPTIMUS HEALTH AND WELLNESS INC,KERRY TAVEIRA /// LAURA GOODE
P4 - MEDIUM,463 WORCESTER RD,FRAMINGHAM,1701,922322,9,9 ENTITIES AT ONE ADDRESS,SHAM TANG AND TAM PC,768649,JOHN TAM (DENTIST PARTNER),(508) 820-7792,SHIHMING TANG,81888,,(508) 820-7792,METROWEST COUNSELING ASSOCIATES,45670,KAREN FREEMAN (OWNER),(508) 575-1110,"SHAM TANG AND TAM PC /// SHIHMING TANG /// METROWEST COUNSELING ASSOCIATES /// ACADIA BEHAVIORAL HEALTH ASSOCIATES /// NEUROLOGICAL SERVICES, P.C. /// METRO EYE DOCS, LLC /// C & Z DENTAL P.C. /// TRACY HAIRSTON /// NEW ENGLAND FAMILY HEALTH, LLC",DAVID KLEGON /// HARVEEN SINGH /// JOHN TAM /// KAREN FREEMAN /// KAREN TORTI /// MILLIE SANTIAGO /// YI ZHZNG
P4 - MEDIUM,464 MAIN ST,AGAWAM,1001,898006,3,MULTIPLE ENTITIES SAME ADDRESS,AGAWAM EAST REHAB AND NURSING LLC,599173,BENJAMIN FRIEDMAN (CFO),(413) 333-2200,464 MAIN STREET OPERATIONS LLC,284460,MICHAEL BERG (ASST SECRETARY),(412) 786-8000,GENESIS ELDERCARE PHYSICIAN SERVICES LLC,14373,"ERIC SHAPIRO (VP, CONTROLLER)",(413) 786-8000,AGAWAM EAST REHAB AND NURSING LLC /// 464 MAIN STREET OPERATIONS LLC /// GENESIS ELDERCARE PHYSICIAN SERVICES LLC,BENJAMIN FRIEDMAN /// ERIC SHAPIRO /// MICHAEL BERG
P4 - MEDIUM,400 W CUMMINGS PARK,WOBURN,1801,871636,5,5 ENTITIES AT ONE ADDRESS,AMERICA HOME CARE CENTER,566721,FRANCES IGIEBOR (ADMINISTRATOR),(781) 281-7485,THOMAS STINSON,235057,,(781) 820-9732,"PILGRIM MEDICAL ASSOCIATES, P.C.",36640,THOMAS STINSON (PRESIDENT),(781) 820-9732,"AMERICA HOME CARE CENTER /// THOMAS STINSON /// PILGRIM MEDICAL ASSOCIATES, P.C. /// IAM ORTHOTICS & PROSTHETICS, INC. /// DAVID SPITALERE",FRANCES IGIEBOR /// ROBERT DRILLIO /// THOMAS STINSON
P4 - MEDIUM,120 STAFFORD ST,WORCESTER,1603,868360,4,MULTIPLE ENTITIES SAME ADDRESS,MARK SCOTT,534179,,(508) 754-3121,"ACCLAIM HOME HEALTH CARE, INC",320907,CHIZOMA NOSIKE (PRESIDENT),(508) 459-6937,GRACE MBUYA,9023,,(508) 344-7530,"MARK SCOTT /// ACCLAIM HOME HEALTH CARE, INC /// GRACE MBUYA /// MIND HEALING & WELLNESS CENTER",CHIZOMA NOSIKE /// GRACE MBUYA
P4 - MEDIUM,126 PRESIDENT AVE,FALL RIVER,2720,839580,3,BILLING SAME CODES: 90834,COMPASSIONATE COUNSELING COMPANY,608637,JULIA NEPINI (CLINICIAL SOCIAL WORKER),(774) 218-5440,FREEING MINDS,138114,TREVOR CALCULATOR (LMHC),(508) 954-9944,ROXANNE MARTINS,92829,,(508) 324-1006,COMPASSIONATE COUNSELING COMPANY /// FREEING MINDS /// ROXANNE MARTINS,JULIA NEPINI /// TREVOR CALCULATOR
P4 - MEDIUM,344 MAIN ST,FITCHBURG,1420,744565,3,MULTIPLE ENTITIES SAME ADDRESS,SHEELA BEHAVIORAL CONSULTING LLC,437849,SHEELA TALLAMRAJU (CHIEF EXECUTIVE MOTHER),(978) 906-4353,COUNSELING CONCEPTS,270763,SARA MELANSON (GENERAL PARTNER/OFFICE MANAGER),(978) 503-7487,SHEILA LEGRAND,35954,,(781) 862-3600,SHEELA BEHAVIORAL CONSULTING LLC /// COUNSELING CONCEPTS /// SHEILA LEGRAND,SARA MELANSON /// SHEELA TALLAMRAJU
P4 - MEDIUM,850 HIGH ST,HOLYOKE,1040,719715,3,MULTIPLE ENTITIES SAME ADDRESS,"VICTORY HOME HEALTHCARE, INC.",596513,JACOB WAAH (PRESIDENT & CEO),(413) 315-3593,"VALLEY CHIROPRACTIC & REHABILITATION, LLC",103908,SCOTT STOROZUK (OWNER/PRESIDENT),(413) 536-0142,"VALLEY CHIROPRACTIC & REHABILITATION, LLC",19293,SCOTT STOROZUK (OWNER/PRESIDENT),(413) 536-0142,"VICTORY HOME HEALTHCARE, INC. /// VALLEY CHIROPRACTIC & REHABILITATION, LLC /// VALLEY CHIROPRACTIC & REHABILITATION, LLC",JACOB WAAH /// SCOTT STOROZUK
P4 - MEDIUM,105 WEBSTER ST,HANOVER,2339,685381,4,MULTIPLE ENTITIES SAME ADDRESS,"PINNACLE HEALTH MANAGEMENT, LLP",390833,GARY PHILLIPS (MANAGING PARTNER),(781) 754-6545,RONALD BUGAOAN,257108,,(781) 878-8200,LEEWARD COUNSELING,29450,COURTNEY CULNANE (CEO),(617) 418-0147,"PINNACLE HEALTH MANAGEMENT, LLP /// RONALD BUGAOAN /// LEEWARD COUNSELING /// ANN SULLIVAN",COURTNEY CULNANE /// GARY PHILLIPS
P4 - MEDIUM,4364 ACUSHNET AVE,NEW BEDFORD,2745,540117,3,BILLING SAME CODES: 90834,CHRISTIAN COUNSELING GROUP INC.,292272,DAVID LAPORTE (OFFICER),(508) 496-0007,TRACEY KELCE,224011,,(508) 998-2700,ATLANTIC COUNSELING ASSOCIATES,23835,WENDY FORBUSH (CLINICAL SOCIAL WORKER PARTNER),(508) 998-2700,CHRISTIAN COUNSELING GROUP INC. /// TRACEY KELCE /// ATLANTIC COUNSELING ASSOCIATES,DAVID LAPORTE /// WENDY FORBUSH
P5 - REVIEW,600 TECHNOLOGY CENTER DR,STOUGHTON,2072,6620437058,7,SAME PERSON CONTROLS ALL ENTITIES | 7 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"TEMPUS UNLIMITED, INC.",5571605313,LARRY SPENCER (CHIEF EXECUTIVE OFFICER),(781) 297-5400,"TEMPUS UNLIMITED, INC.",554866274,LARRY SPENCER (CHIEF EXECUTIVE OFFICER),(781) 297-5400,"TEMPUS UNLIMITED, INC.",290808661,LARRY SPENCER (CEO),(781) 297-5400,"TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC. /// TEMPUS UNLIMITED, INC.",LARRY SPENCER
P5 - REVIEW,64 HOLTEN STREET,DANVERS,1923,813317590,6,SAME PERSON CONTROLS ALL ENTITIES | 6 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"NORTHEAST ARC, INC.",733082657,GARY PENNIMAN (CFO),(978) 762-4878,"NORTHEAST ARC, INC.",37358767,GARY PENNIMAN (CFO),(978) 762-4878,"NORTHEAST ARC, INC.",19558003,GARY PENNIMAN (CFO),(978) 762-4878,"NORTHEAST ARC, INC. /// NORTHEAST ARC, INC. /// NORTHEAST ARC, INC. /// NORTHEAST ARC, INC. /// NORTHEAST ARC, INC. /// NORTHEAST ARC, INC.",GARY PENNIMAN
P5 - REVIEW,395 LIBERTY ST,SPRINGFIELD,1104,184930108,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"BEHAVIORAL HEALTH NETWORK, INC",108360750,RICHARD FOLLETT (VICE PRESIDENT),(413) 747-0705,"BEHAVIORAL HEALTH NETWORK, INC",76560650,RICHARD FOLLETT (VP OF ADMINISTRATION),(413) 301-9403,RUTH POTEE,4610,,(413) 272-1333,"BEHAVIORAL HEALTH NETWORK, INC /// BEHAVIORAL HEALTH NETWORK, INC /// RUTH POTEE /// ANTOINETTE WILSON /// HAZEL BARRETT",RICHARD FOLLETT
P5 - REVIEW,1061 PLEASANT ST,NEW BEDFORD,2740,170336962,7,SAME PERSON CONTROLS ALL ENTITIES | 7 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"CHILD & FAMILY SERVICES, INC.",169569446,JOHN JACKSON (EXECUTIVE DIRECTOR),(508) 996-8572,REBECCA MURPHY,365618,,(508) 996-8572,BRITNIE CALCULATOR,182834,,(508) 996-8572,"CHILD & FAMILY SERVICES, INC. /// REBECCA MURPHY /// BRITNIE CALCULATOR /// LAUREN WALKER /// JODY HARDESTY /// BARBARA LIVINGSTON /// MARINA RADISIC-BASOVIC",JOHN JACKSON
P5 - REVIEW,12 QUEEN STREET,WORCESTER,1610,135289179,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | ONE PERSON RUNS ALL,COMMUNITY HEALTHLINK INC,127307223,JORDAN OSHLAG (VICE PRESIDENT OF OPERATIONS),(508) 860-1260,"COMMUNITY HEALTHLINK, INC",7914604,JORDAN OSHLAG (VICE PRESIDENT OF OPERATIONS),(508) 860-1000,VIANA BERNARD,67353,,(774) 312-2674,"COMMUNITY HEALTHLINK INC /// COMMUNITY HEALTHLINK, INC /// VIANA BERNARD",JORDAN OSHLAG
P5 - REVIEW,126 PHOENIX AVE,LOWELL,1852,132529466,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | ONE PERSON RUNS ALL,"DOUGLAS A. THOM CLINIC, INC.",132522598,GRETCHEN OWENS (EXECUTIVE DIRECTOR),(978) 453-8331,CAROLE ANN DERY,6868,,(978) 453-8331,,0,,,"DOUGLAS A. THOM CLINIC, INC. /// CAROLE ANN DERY",GRETCHEN OWENS
P5 - REVIEW,1115 W CHESTNUT ST,BROCKTON,2301,120930382,6,SAME PERSON CONTROLS ALL ENTITIES | 6 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"SB TRANSITIONAL SUB, LLC",84685263,MARY RODENBERG-ROBERTS (VP & SR. ASST GENERAL COUNSEL),(508) 521-2200,"SB TRANSITIONAL SUB, LLC",35930711,MARY RODENBERG-ROBERTS (VP & SR. ASST GENERAL COUNSEL),(508) 521-2200,SCOTT GREENSPAN,123778,,(508) 580-4691,"SB TRANSITIONAL SUB, LLC /// SB TRANSITIONAL SUB, LLC /// SCOTT GREENSPAN /// RACHEL PALMER /// ANTHONY PALOMBO /// KOURTNEY BARTLETT-KIECHLE",MARY RODENBERG-ROBERTS
P5 - REVIEW,1115 WEST CHESTNUT STREET,BROCKTON,2301,113174268,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | ONE PERSON RUNS ALL,"SOUTH BAY MENTAL HEALTH CENTER, INC.",112043522,SARA HART (PRESIDENT/COO),(508) 521-2200,"SOUTH BAY MENTAL HEALTH CENTER, INC.",1081514,SARA HART (PRESIDENT/COO),(508) 521-2200,JOHANNA SEELIG,30120,,(508) 521-2287,"SOUTH BAY MENTAL HEALTH CENTER, INC. /// SOUTH BAY MENTAL HEALTH CENTER, INC. /// JOHANNA SEELIG /// ANA BARBOSA",SARA HART
P5 - REVIEW,780 ALBANY ST,BOSTON,2118,108887898,20,SAME PERSON CONTROLS ALL ENTITIES | 20 ENTITIES AT ONE ADDRESS | OVER $100M BILLED | ONE PERSON RUNS ALL,"BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM, INC.",54789540,AGNES LEUNG (CHIEF FINANCIAL OFFICER),(857) 654-1000,"BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM, INC.",53092711,AGNES LEUNG (CHIEF FINANCIAL OFFICER),(857) 654-1000,JAMES OCONNELL,400013,,(617) 726-1818,"BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM, INC. /// BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM, INC. /// JAMES OCONNELL /// MATTHEW JOSLYN /// DENISE DE LAS NUECES /// AVIK CHATTERJEE /// CATHERINE PIERCE /// MARIA BARROS /// JOSEPH WRIGHT /// PHILLIP PULASKI /// CLAIRE CARLO /// JENNIFER BRODY /// AURA OBANDO /// ALISON MAY /// MICHAEL ANTHONY /// PAULA HERCULE /// TARA PRASAD /// JANICE JOHN /// ROBERT MACARTHUR /// BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM, INC.",AGNES LEUNG
P5 - REVIEW,1 GENERAL ST,LAWRENCE,1842,102767075,38,SAME PERSON CONTROLS ALL ENTITIES | 38 ENTITIES AT ONE ADDRESS | OVER $100M BILLED,LAWRENCE GENERAL HOSPITAL,84569433,JOHN WHITLOCK (CFO),(978) 683-4000,LAWRENCE GENERAL HOSPITAL,9969053,JOHN WHITLOCK (CFO),(978) 683-4000,"L & M RADIOLOGY, INC.",4159764,JAMES MEYER (PRESIDENT),(978) 266-2676,"LAWRENCE GENERAL HOSPITAL /// LAWRENCE GENERAL HOSPITAL /// L & M RADIOLOGY, INC. /// MERRIMACK VALLEY HEALTH SERVICES INC /// GENERAL PRIMARY CARE OF LAWRENCE /// GREATER LAWRENCE FAMILY HEALTH CENTER, INC. /// SUSAN BROWNE /// LAWRENCE GENERAL HOSPITAL /// LAWRENCE GENERAL HOSPITAL /// LAWRENCE ANESTHESIA SERVICES, LLC /// MARC SIMMONS /// ARLENE CURRAN /// IGOR STAVITSKY /// DAT LE /// DAVID GILMAN /// ANDREA CRESPO /// STEWART HOU /// JOYCE LANDERS /// PATIENT FOCUSED PATHOLOGY, P.C. /// DAVID NOVICK /// JOSEFINA MEDINA /// MARIO TORRES-LEON /// ARTHUR ZERBEY /// CHRISTIAN NGUYEN /// SHEILA GALVIN /// PAVAN PUNUKOLLU /// KRISTINA TUNE /// ANNE MURRAY-CHIRIBOGA /// FRANKLIN FRIEDMAN /// RONALD GARRELL /// DREW REMIGNANTI /// JILLIAN BUHLER /// JED WEINSTOCK /// JAMES MEYER /// LAWRENCE GENERAL HOSPITAL /// WILBUR HU /// LINDA SALZMAN /// SEYEDEH NINA MASOOM",JAMES MEYER /// JEFFREY WEISS /// JOHN WHITLOCK /// KARIN BERNARD /// MEGHA JOSHI /// TONI COOPER
P5 - REVIEW,63 MAIN ST,BROCKTON,2301,91730277,13,SAME PERSON CONTROLS ALL ENTITIES | 13 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,BROCKTON NEIGHBORHOOD HEALTH CENTER,91335250,MELVIN BENSON (CFO),(508) 559-6699,RICKEY SMITH,274653,,(508) 559-6699,PHERNEL MANIGAT,84503,,(508) 559-6699,BROCKTON NEIGHBORHOOD HEALTH CENTER /// RICKEY SMITH /// PHERNEL MANIGAT /// CLAUDIA SOUSA /// JOSEPH PANERIO-LANGER /// NIKHIL GOHOKAR /// SHRUTI PATHAK /// MICHAEL CIANCA /// BENJAMIN LIGHTFOOT /// AZMAT MASKATI /// SYED ALI AKBAR JAFERY /// HENRY WOODCOME /// SYED MUQQADUS,MELVIN BENSON
P5 - REVIEW,161 JACKSON ST,LOWELL,1852,87801357,29,SAME PERSON CONTROLS ALL ENTITIES | 29 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"LOWELL COMMUNITY HEALTH CENTER, INC.",86801999,SUSAN LEVINE (CEO),(978) 322-8590,FLORA SADRI-AZARBAYEJANI,498774,,(978) 937-9700,MARIAN YOUNGE,244157,,(978) 937-9700,"LOWELL COMMUNITY HEALTH CENTER, INC. /// FLORA SADRI-AZARBAYEJANI /// MARIAN YOUNGE /// JULIE LE /// SIMON RAJAN /// GISSELLA MONTANEZ /// KUMBLE RAJESH /// KATHLEEN TRACEY /// CATHERINE YU /// MARGARITA CASTRO-ZARRAGA /// KAELI MCPHEE /// LORETTA CHOU /// KARIN CHEN /// VALERIE CARMICHAEL /// BRITT SIBSON /// KATHERINE POWERS /// ADETOKUNBO OLOTU /// HANNAH SOULIOTIS /// JENEBA JABBIE-HARRIS /// PADMA SURESH /// PHUONG DANG /// JESSICA FORTIN /// MARGARET BURKE REGAN /// CATHERINE TAGER /// JOSHUA KUAN /// SHABNAM CHERIYATH /// BRIAN PIETRANTONIO /// RIA ROBERTS /// LOWELL COMMUNITY HEALTH CENTER, INC.",SUSAN LEVINE
P5 - REVIEW,460 QUINCY AVE,QUINCY,2169,84654263,3,OVER $10M BILLED | ONE PERSON RUNS ALL,"SOUTH SHORE MENTAL HEALTH CENTER, INC.",84608707,MINGHUI JOHNSON (CHIEF FINANCIAL OFFICER),(617) 847-1950,ELIZABETH RONCA,44433,,(617) 847-1950,LANI NICHOLSON,1123,,(617) 847-1950,"SOUTH SHORE MENTAL HEALTH CENTER, INC. /// ELIZABETH RONCA /// LANI NICHOLSON",MINGHUI JOHNSON
P5 - REVIEW,780 AMERICAN LEGION HWY,ROSLINDALE,2131,82683726,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,THE HOME FOR LITTLE WANDERERS,81157700,THOMAS DURLING (CFO),(617) 469-8500,STEPHEN STATHIS,1182821,,(617) 469-8668,LYNS HERCULE,310842,,(617) 469-8597,THE HOME FOR LITTLE WANDERERS /// STEPHEN STATHIS /// LYNS HERCULE /// LINDSAY BOWTON,THOMAS DURLING
P5 - REVIEW,85 E NEWTON ST,BOSTON,2118,81397250,4,OVER $10M BILLED | ONE PERSON RUNS ALL,BOSTON EMERGENCY SERVICES TEAM (BUPA) BOSTON,59304452,LESLIE FISHMAN (ADMINISTRATIVE DIRECTOR),(617) 638-4920,BOSTON EMERGENCY SERVICES TEAM CAMBRIDGE (BMC),12981253,LESLIE FISHMAN (ADMINISTRATIVE DIRECTOR),(617) 414-4075,BOSTON EMERGENCY SERVICES TEAM BOSTON (BMC),9097569,LESLIE FISHMAN (ADMINISTRATIVE DIRECTOR),(617) 414-4075,BOSTON EMERGENCY SERVICES TEAM (BUPA) BOSTON /// BOSTON EMERGENCY SERVICES TEAM CAMBRIDGE (BMC) /// BOSTON EMERGENCY SERVICES TEAM BOSTON (BMC) /// NATHAN WATKINS,LESLIE FISHMAN
P5 - REVIEW,555 AMORY ST,JAMAICA PLAIN,2130,74893651,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"SOUTHWEST BOSTON SENIOR SERVICES, INC.",65669848,DALE MITCHELL (EXECUTIVE DIRECTOR),(617) 522-6700,"SOUTHWEST BOSTON SENIOR SERVICES, INC",9220653,DALE MITCHELL (EXECUTIVE DIRECTOR),(617) 522-6700,RENEE GARAND,3150,,(802) 522-3039,"SOUTHWEST BOSTON SENIOR SERVICES, INC. /// SOUTHWEST BOSTON SENIOR SERVICES, INC /// RENEE GARAND",DALE MITCHELL
P5 - REVIEW,10 MILL ST,DUDLEY,1571,64064838,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"TRI-VALLEY, INC",30834542,MARILYN TRAVINSKI (EXECUTIVE DIRECTOR),(508) 949-6640,"TRI-VALLEY, INC",26491897,MARILYN TRAVINSKI (EXECUTIVE DIRECTOR),(508) 949-6640,"TRI-VALLEY, INC",6738399,MARILYN TRAVINSKI (EXECUTIVE DIRECTOR),(508) 949-6640,"TRI-VALLEY, INC /// TRI-VALLEY, INC /// TRI-VALLEY, INC",MARILYN TRAVINSKI
P5 - REVIEW,230 MAPLE ST,HOLYOKE,1040,59761502,12,SAME PERSON CONTROLS ALL ENTITIES | 12 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,HOLYOKE HEALTH CENTER INC.,59295650,REGINA BOK (CFO),(413) 420-2200,JONATHAN ALICEA-DIAZ,240623,,(413) 322-7380,NATALIE ROSARIO,98453,,(413) 532-0389,HOLYOKE HEALTH CENTER INC. /// JONATHAN ALICEA-DIAZ /// NATALIE ROSARIO /// LISA HARVEY /// STEVEN COLE /// HOLYOKE HEALTH CENTER PHARMACY /// FERNANDO PEREZ /// CYNTHIA THOMAS /// CAROLINE FLOWERS /// MUKESH AGARWAL /// JOHANNA MAILLOUX /// STEPHANIE BILLINGS,REGINA BOK
P5 - REVIEW,345 FORTUNE BLVD,MILFORD,1757,59676308,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"CRITERION CHILD ENRICHMENT, INC.",59674243,ROBERT LITTLETON (PRESIDENT),(508) 473-3422,NICOLE KERRIGAN,2065,,(781) 935-3855,,0,,,"CRITERION CHILD ENRICHMENT, INC. /// NICOLE KERRIGAN",ROBERT LITTLETON
P5 - REVIEW,45 DIMOCK ST,ROXBURY,2119,58157536,13,SAME PERSON CONTROLS ALL ENTITIES | 13 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"DIMOCK COMMUNITY HEALTH CENTER, INC",29379125,JUNIOR RIVERA (CFO),(617) 442-8800,DIMOCK COMMUNITY SERVICES CORPORATION,28678540,JUNIOR RIVERA (CFO),(617) 442-8800,CLARA JONES,44214,,(617) 442-8800,"DIMOCK COMMUNITY HEALTH CENTER, INC /// DIMOCK COMMUNITY SERVICES CORPORATION /// CLARA JONES /// KATHRYN KOCHAN /// DANIELLE GRIMM /// JENNY CHU /// NANDINI SENGUPTA /// MARJORIE JANVIER /// NICOLE POGUE /// ESTELLA ESCOBAR /// KETURA'H EDWARDS-ROBINSON /// ROSHNI DAVER /// KRISTEN KERBER",JUNIOR RIVERA
P5 - REVIEW,19 TACOMA ST,WORCESTER,1605,55981966,23,SAME PERSON CONTROLS ALL ENTITIES | 23 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",55248114,STEPHEN KERRIGAN (PRESIDENT & CEO),(508) 852-1805,YUNG-WAN LEE,398703,,(508) 852-1805,MELISSA GLECKEL,197783,,(508) 852-1805,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC /// YUNG-WAN LEE /// MELISSA GLECKEL /// JULIA RANDALL /// ELIZABETH DOBLES /// ZACHARY BAY /// EDITH CLAROS /// AMARYLLIS TEIXEIRA /// GRETA GRECCHI /// WILLA KAHN /// DONNA RAYMOND /// GINA D'OTTAVIO /// SYLVIA WORRELL /// BRONWYN ALFRED /// DILYS POKU-MENSAH /// HOLLY WILLETT /// JESSICA DEGLIALBERTI /// RICHARD SZAL /// ALICIA COOKSEY /// DIANA GURSKE /// JUSTIN EUSEBIO /// LENORE AZAROFF /// BRIAN GENNA",STEPHEN KERRIGAN
P5 - REVIEW,300 1ST AVE,CHARLESTOWN,2129,54966509,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,THE SPAULDING REHABILITATION HOSPITAL CORPORATION,54940196,SAMANTHA DESANTIS (EXECUTIVE DIRECTOR FINANCE),(617) 952-5000,JULIE PIOTROWSKI,20624,,(617) 952-5800,MOORICE CAPARO,5690,,(617) 952-5000,THE SPAULDING REHABILITATION HOSPITAL CORPORATION /// JULIE PIOTROWSKI /// MOORICE CAPARO,SAMANTHA DESANTIS
P5 - REVIEW,891 CENTRE ST,JAMAICA PLAIN,2130,54540497,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,FAMILY CAREGIVERS,41172961,JOSE DE LA ROSA (CEO),(617) 477-8290,"GUARDIAN HEALTHCARE, LLC",13367536,JOSE DE LA ROSA (CEO),(617) 477-8290,,0,,,"FAMILY CAREGIVERS /// GUARDIAN HEALTHCARE, LLC",JOSE DE LA ROSA
P5 - REVIEW,200 MILL ROAD,FAIRHAVEN,2719,49745165,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"SOUTHCOAST PHYSICIANS GROUP, INC.",49732810,MELISSA ROSE (SHS VICE PRESIDENT OF CONTRACTING),(508) 973-2000,AMANDA RAPOSO,8022,,(508) 973-2173,JOSEPH GRECO,4332,,(508) 973-2432,"SOUTHCOAST PHYSICIANS GROUP, INC. /// AMANDA RAPOSO /// JOSEPH GRECO",MELISSA ROSE
P5 - REVIEW,101 MUNSON ST STE 201,GREENFIELD,1301,47129580,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"LIFEPATH, INC.",19712896,GARY YUHAS (EXECUTIVE DIRECTOR),(413) 773-5555,"LIFEPATH, INC.",18687445,GARY YUHAS (EXECUTIVE DIRECTOR),(413) 773-5555,"LIFEPATH, INC.",8729239,GARY YUHAS (EXECUTIVE DIRECTOR),(413) 773-5555,"LIFEPATH, INC. /// LIFEPATH, INC. /// LIFEPATH, INC.",GARY YUHAS
P5 - REVIEW,135 GOLD STAR BLVD,WORCESTER,1606,44265482,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"YOUTH OPPORTUNITIES UPHELD, INC.",44182345,DAVID JORDAN (PRESIDENT CEO),(150) 845-9640,NICOLE REYNOLDS,60699,,(508) 459-6410,DAVID PACE,13403,,(508) 425-6003,"YOUTH OPPORTUNITIES UPHELD, INC. /// NICOLE REYNOLDS /// DAVID PACE /// SUSAN PELTZ /// ROBERTO CAVALIEROS",DAVID JORDAN
